country,countryisocode,year_actual,ccode,war_prio,any_prio,war_prio_on,any_prio_on,gdp,gdp_l,gpcp,gpcp_l,gpcp_l2,gpcp_g,gpcp_g_l,lgpcp,lgpcp_l,lgpcp_l2,lgdp,lgdp_l,gdp_g,gdp_g_l,dum_90,inci,warinci2,waryear,inci_on,gpcp,gpcp_l,gpcp_l2,gpcp_g,gpcp_g_l,gpcp_g_fl,gpcp_d,gpcp_d_l,gpcp_df_mean,gpcp_df_mean_l,gpcp_df_mean_l2,gpcp_jd,gpcp_mean,same,temp_all,temp_seas_crop,temp_seas_maize,temp_all_lag,temp_seas_crop_lag,temp_seas_maize_lag,temp_all_dif,temp_seas_crop_dif,temp_seas_maize_dif,temp_all_diflag,temp_seas_crop_diflag,temp_seas_maize_diflag,prec_all,prec_seas_crop,prec_seas_maize,prec_all_lag,prec_seas_crop_lag,prec_seas_maize_lag,prec_all_dif,prec_seas_crop_dif,prec_seas_maize_dif,prec_all_diflag,prec_seas_crop_diflag,prec_seas_maize_diflag,cru_temp_maize_diftrend,cru_temp_maize_diftrend_lag,cru_prec_maize_diftrend,cru_prec_maize_diftrend_lag,ncc_tavg,ncc_prec,ncc_dday0c,ncc_dday10c,ncc_dday25c,ncc_dday30c,ncc_dday35c,ncc_tavg_lag,ncc_prec_lag,ncc_dday0c_lag,ncc_dday10c_lag,ncc_dday25c_lag,ncc_dday30c_lag,ncc_dday35c_lag,ncc_tavg_dif,ncc_prec_dif,ncc_dday0c_dif,ncc_dday10c_dif,ncc_dday25c_dif,ncc_dday30c_dif,ncc_dday35c_dif,ncc_tavg_diflag,ncc_prec_diflag,ncc_dday0c_diflag,ncc_dday10c_diflag,ncc_dday25c_diflag,ncc_dday30c_diflag,ncc_dday35c_diflag,gpcp_precip_maize,gpcp_precip_maize_lag,gpcp_precip_maize_dif,gpcp_precip_maize_diflag,gpcp_precip_crop,gpcp_precip_crop_lag,gpcp_precip_crop_dif,gpcp_precip_crop_diflag,war_prio_new,any_prio_new,war_onset_new,any_onset_new,iccode1,iccode2,iccode3,iccode4,iccode5,iccode6,iccode7,iccode8,iccode9,iccode10,iccode11,iccode12,iccode13,iccode14,iccode15,iccode16,iccode17,iccode18,iccode19,iccode20,iccode21,iccode22,iccode23,iccode24,iccode25,iccode26,iccode27,iccode28,iccode29,iccode30,iccode31,iccode32,iccode33,iccode34,iccode35,iccode36,iccode37,iccode38,iccode39,iccode40,iccode41,yearfe1,yearfe2,yearfe3,yearfe4,yearfe5,yearfe6,yearfe7,yearfe8,yearfe9,yearfe10,yearfe11,yearfe12,yearfe13,yearfe14,yearfe15,yearfe16,yearfe17,yearfe18,yearfe19,yearfe20,yearfe21,yearfe22,yearfe23,yearfe24,yearfe25,yearfe26,year,Iccyear1,Iccyear2,Iccyear3,Iccyear4,Iccyear5,Iccyear6,Iccyear7,Iccyear8,Iccyear9,Iccyear10,Iccyear11,Iccyear12,Iccyear13,Iccyear14,Iccyear15,Iccyear16,Iccyear17,Iccyear18,Iccyear19,Iccyear20,Iccyear21,Iccyear22,Iccyear23,Iccyear24,Iccyear25,Iccyear26,Iccyear27,Iccyear28,Iccyear29,Iccyear30,Iccyear31,Iccyear32,Iccyear33,Iccyear34,Iccyear35,Iccyear36,Iccyear37,Iccyear38,Iccyear39,Iccyear40,Iccyear41,cru_temp_diftrend,cru_temp_diftrend_lag,cru_prec_diftrend,cru_prec_diftrend_lag,gdpcapgrowth,gdpcapgrowth_lag,gdpcapgrowth_lag2,gdpcap1980,polity2,polity2_lag,polity2_lag2,polity1980
Mali,MLI,1983,432,0,0,0,0,732.368,702.6501,273.874,298.8248,361.0267,-0.0834964,-0.1722917,5.612668,5.699857,5.888952,6.596283,6.554859,0.042294,-0.0599903,0,0,0,0,0,273.874,298.8248,361.0267,-0.0834965,-0.1722915,-0.0003478,-24.95084,-62.20184,-70.77322,-45.82239,16.37946,273.87,345.2937,1,28.830016,30.44374,30.404108,27.947034,29.743302,29.700029,0.88298205,0.70043827,0.70407925,-0.49129586,0.22636538,0.22511655,0.22003279,0.46344528,0.46761259,0.24497728,0.48842708,0.49399598,-0.0249445,-0.02498181,-0.02638339,-0.05865831,-0.10115424,-0.10075052,0.56965827,-0.12614094,-0.06625243,-0.03533425,28.120667,0.706111,5175.039,3335.039,651.972,200.594,45.086,27.627833,0.839096,5083.383,3243.383,567.593,154.944,31.058,0.49283333,-0.132985,91.656,91.656,84.379,45.65,14.028,0.3485,-0.087555,63.949,63.949,49.926,14.188,3.593,0.54989,0.57216,-0.02227,-0.11975,0.54303,0.56434,-0.02131,-0.11923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35769193,-0.49501029,-0.04722835,-0.0201134,4.2294024,-5.9990309,-10.178615,832.1987,-7,-7,-7,-7
Mali,MLI,1984,432,0,0,0,0,768.1403,732.368,273.7787,273.874,298.8248,-0.000348,-0.0834964,5.61232,5.612668,5.699857,6.643972,6.596283,0.0488448,0.042294,0,0,0,0,0,273.7787,273.874,298.8248,-0.0003478,-0.0834965,0.1977074,-0.0952454,-24.95084,-70.86847,-70.77322,-45.82239,273.78,345.2937,1,28.474415,30.08043,30.036189,28.830016,30.44374,30.404108,-0.35560109,-0.36330956,-0.36791958,0.88298205,0.70043827,0.70407925,0.22461405,0.44861762,0.45137972,0.22003279,0.46344528,0.46761259,0.00458126,-0.01482766,-0.01623287,-0.0249445,-0.02498181,-0.02638339,0.19345865,0.56965827,-0.08702009,-0.06625243,27.587,0.729532,5076.916,3236.916,577.159,163.925,35.667,28.120667,0.706111,5175.039,3335.039,651.972,200.594,45.086,-0.53366667,0.023421,-98.123,-98.123,-74.813,-36.669,-9.419,0.49283333,-0.132985,91.656,91.656,84.379,45.65,14.028,0.55093,0.54989,0.00104,-0.02227,0.5433,0.54303,0.00027,-0.02131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028189,0.35769193,-0.04481754,-0.04722835,4.8844706,4.2294024,-5.9990309,832.1987,-7,-7,-7,-7
Mali,MLI,1985,432,0,0,0,0,804.0693,768.1403,327.9068,273.7787,273.874,0.1977075,-0.000348,5.792729,5.61232,5.612668,6.689685,6.643972,0.0467739,0.0488448,0,0,0,0,0,327.9068,273.7787,273.874,0.1977074,-0.0003478,0.0505275,54.12808,-0.0952454,-16.74038,-70.86847,-70.77322,327.91,345.2937,1,28.509485,29.677733,29.63954,28.474415,30.08043,30.036189,0.03507026,-0.40269704,-0.39664918,-0.35560109,-0.36330956,-0.36791958,0.27972623,0.57873798,0.58286119,0.22461405,0.44861762,0.45137972,0.05511218,0.13012036,0.13148147,0.00458126,-0.01482766,-0.01623287,-0.21147057,0.19345865,0.03992659,-0.08702009,27.605167,0.859634,5079.829,3239.829,583.773,193.856,54.956,27.587,0.729532,5076.916,3236.916,577.159,163.925,35.667,0.01816667,0.130102,2.913,2.913,6.614,29.931,19.289,-0.53366667,0.023421,-98.123,-98.123,-74.813,-36.669,-9.419,0.64201,0.55093,0.09108,0.00104,0.63315,0.5433,0.08985,0.00027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02339857,-0.028189,0.00812419,-0.04481754,4.6774007,4.8844706,4.2294024,832.1987,-7,-7,-7,-7
Mali,MLI,1986,432,0,0,0,0,898.619,804.0693,344.4751,327.9068,273.7787,0.0505275,0.1977075,5.842022,5.792729,5.61232,6.800859,6.689685,0.117589,0.0467739,0,0,0,0,0,344.4751,327.9068,273.7787,0.0505275,0.1977074,-0.1595252,16.5683,54.12808,-0.1720886,-16.74038,-70.86847,344.47,345.2937,1,28.184719,29.601118,29.561334,28.509485,29.677733,29.63954,-0.32476581,-0.07661556,-0.07820513,0.03507026,-0.40269704,-0.39664918,0.2647377,0.52688062,0.53111521,0.27972623,0.57873798,0.58286119,-0.01498852,-0.05185735,-0.05174598,0.05511218,0.13012036,0.13148147,-0.29795574,-0.21147057,-0.01635418,0.03992659,27.3425,0.822509,5031.43,3191.43,541.664,162.123,40.277,27.605167,0.859634,5079.829,3239.829,583.773,193.856,54.956,-0.26266667,-0.037125,-48.399,-48.399,-42.109,-31.733,-14.679,0.01816667,0.130102,2.913,2.913,6.614,29.931,19.289,0.72804,0.64201,0.08603,0.09108,0.71837,0.63315,0.08522,0.08985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.37844421,-0.02339857,-0.00903479,0.00812419,11.758899,4.6774007,4.8844706,832.1987,-7,-7,-7,-7
Mali,MLI,1987,432,0,0,0,0,909.9727,898.619,289.5227,344.4751,327.9068,-0.159525,0.0505275,5.668234,5.842022,5.792729,6.813415,6.800859,0.0126346,0.117589,0,0,0,0,0,289.5227,344.4751,327.9068,-0.1595252,0.0505275,0.3499492,-54.95245,16.5683,-55.12453,-0.1720886,-16.74038,289.52,345.2937,1,29.40242,30.6464,30.60676,28.184719,29.601118,29.561334,1.217701,1.0452819,1.0454254,-0.32476581,-0.07661556,-0.07820513,0.23115878,0.4379582,0.4399028,0.2647377,0.52688062,0.53111521,-0.03357892,-0.08892242,-0.09121241,-0.01498852,-0.05185735,-0.05174598,0.73918963,-0.29795574,-0.11210139,-0.01635418,28.3255,0.7628,5212.683,3372.683,672.841,205.136,47.145,27.3425,0.822509,5031.43,3191.43,541.664,162.123,40.277,0.983,-0.059709,181.253,181.253,131.177,43.013,6.868,-0.26266667,-0.037125,-48.399,-48.399,-42.109,-31.733,-14.679,0.67491,0.72804,-0.05313,0.08603,0.66487,0.71837,-0.0535,0.08522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80897698,-0.37844421,-0.04478416,-0.00903479,1.2634609,11.758899,4.6774007,832.1987,-7,-7,-7,-7
Mali,MLI,1988,432,0,0,0,0,823.3157,909.9727,390.8409,289.5227,344.4751,0.3499491,-0.159525,5.968301,5.668234,5.842022,6.71334,6.813415,-0.0952304,0.0126346,0,0,0,0,0,390.8409,289.5227,344.4751,0.3499492,-0.1595252,-0.0831927,101.3182,-54.95245,46.19369,-55.12453,-0.1720886,390.84,345.2937,1,28.572853,29.796636,29.763316,29.40242,30.6464,30.60676,-0.82956674,-0.84976401,-0.84344406,1.217701,1.0452819,1.0454254,0.31375246,0.68219088,0.68682692,0.23115878,0.4379582,0.4399028,0.08259368,0.24423267,0.24692413,-0.03357892,-0.08892242,-0.09121241,-0.11253446,0.73918963,0.13028794,-0.11210139,27.7185,0.98211,5101.176,3261.176,592.386,196.698,57.234,28.3255,0.7628,5212.683,3372.683,672.841,205.136,47.145,-0.607,0.21931,-111.507,-111.507,-80.455,-8.438,10.089,0.983,-0.059709,181.253,181.253,131.177,43.013,6.868,0.88633,0.67491,0.21142,-0.05313,0.87449,0.66487,0.20962,-0.0535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0508696,0.80897698,0.03563906,-0.04478416,-9.5230329,1.2634609,11.758899,832.1987,-7,-7,-7,-7
Mali,MLI,1989,432,0,0,0,0,870.6692,823.3157,358.3258,390.8409,289.5227,-0.0831927,0.3499491,5.881443,5.968301,5.668234,6.769262,6.71334,0.0575156,-0.0952304,0,0,0,0,0,358.3258,390.8409,289.5227,-0.0831927,0.3499492,-0.2123771,-32.51511,101.3182,13.6786,46.19369,-55.12453,358.33,345.2937,1,28.57377,29.620735,29.580274,28.572853,29.796636,29.763316,0.00091725,-0.17590049,-0.18304196,-0.82956674,-0.84976401,-0.84344406,0.31365972,0.63800902,0.64329703,0.31375246,0.68219088,0.68682692,-0.00009274,-0.04418186,-0.0435299,0.08259368,0.24423267,0.24692413,-0.30385646,-0.11253446,0.08222326,0.13028794,27.570333,0.817009,5073.017,3233.017,580.706,184.443,49.521,27.7185,0.98211,5101.176,3261.176,592.386,196.698,57.234,-0.14816667,-0.165101,-28.159,-28.159,-11.68,-12.255,-7.713,-0.607,0.21931,-111.507,-111.507,-80.455,-8.438,10.089,0.79438,0.88633,-0.09195,0.21142,0.78353,0.87449,-0.09096,0.20962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08023218,-0.0508696,0.03337587,0.03563906,5.7515604,-9.5230329,1.2634609,832.1987,-7,-7,-7,-7
Mali,MLI,1990,432,0,1,0,1,861.7412,870.6692,282.2256,358.3258,390.8409,-0.2123772,-0.0831927,5.642707,5.881443,5.968301,6.758955,6.769262,-0.0102542,0.0575156,1,1,0,0,1,282.2256,358.3258,390.8409,-0.2123771,-0.0831927,0.2286687,-76.10019,-32.51511,-62.4216,13.6786,46.19369,282.23,345.2937,1,29.085363,30.133408,30.094143,28.57377,29.620735,29.580274,0.51159251,0.51267256,0.51386946,0.00091725,-0.17590049,-0.18304196,0.25027377,0.52357021,0.52865979,0.31365972,0.63800902,0.64329703,-0.06338595,-0.11443881,-0.11463724,-0.00009274,-0.04418186,-0.0435299,0.20173296,-0.30385646,-0.03694877,0.08222326,27.7385,0.872663,5104.123,3264.123,582.21,170.223,42.539,27.570333,0.817009,5073.017,3233.017,580.706,184.443,49.521,0.16816667,0.055654,31.106,31.106,1.504,-14.22,-6.982,-0.14816667,-0.165101,-28.159,-28.159,-11.68,-12.255,-7.713,0.68303,0.79438,-0.11135,-0.09195,0.67113,0.78353,-0.1124,-0.09096,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4010805,-0.08023218,-0.03218053,0.03337587,-1.0254181,5.7515604,-9.5230329,832.1987,-7,-7,-7,-7
Mali,MLI,1991,432,0,0,0,,856.2347,861.7412,346.7618,282.2256,358.3258,0.2286689,-0.2123772,5.848638,5.642707,5.881443,6.752544,6.758955,-0.00639,-0.0102542,1,0,0,0,,346.7618,282.2256,358.3258,0.2286687,-0.2123771,0.016629,64.53616,-76.10019,2.114558,-62.4216,13.6786,346.76,345.2937,1,28.657377,29.903737,29.872378,29.085363,30.133408,30.094143,-0.42798595,-0.22967103,-0.22176573,0.51159251,0.51267256,0.51386946,0.3081541,0.5820596,0.58645752,0.25027377,0.52357021,0.52865979,0.05788033,0.05848939,0.05779773,-0.06338595,-0.11443881,-0.11463724,-0.02831281,0.20173296,0.01631416,-0.03694877,27.661,0.915278,5088.978,3248.978,568.708,159.758,38.78,27.7385,0.872663,5104.123,3264.123,582.21,170.223,42.539,-0.0775,0.042615,-15.145,-15.145,-13.502,-10.465,-3.759,0.16816667,0.055654,31.106,31.106,1.504,-14.22,-6.982,0.79038,0.68303,0.10735,-0.11135,0.77795,0.67113,0.10682,-0.1124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05718528,0.4010805,0.02352935,-0.03218053,-0.63899695,-1.0254181,5.7515604,832.1987,0,-7,-7,-7
Mali,MLI,1992,432,0,0,0,0,896.6473,856.2347,352.5281,346.7618,282.2256,0.016629,0.2286689,5.86513,5.848638,5.642707,6.798663,6.752544,0.047198,-0.00639,1,0,0,0,0,352.5281,346.7618,282.2256,0.016629,0.2286687,-0.0842499,5.766296,64.53616,7.880882,2.114558,-62.4216,352.53,345.2937,1,28.221077,29.71123,29.67535,28.657377,29.903737,29.872378,-0.43629977,-0.19250683,-0.19702797,-0.42798595,-0.22967103,-0.22176573,0.26714731,0.51307434,0.51752535,0.3081541,0.5820596,0.58645752,-0.04100679,-0.06898525,-0.06893217,0.05788033,0.05848939,0.05779773,-0.23362082,-0.02831281,-0.0571528,0.01631416,27.495333,0.823255,5059.327,3219.327,554.042,158.101,33.014,27.661,0.915278,5088.978,3248.978,568.708,159.758,38.78,-0.16566667,-0.092023,-29.651,-29.651,-14.666,-1.657,-5.766,-0.0775,0.042615,-15.145,-15.145,-13.502,-10.465,-3.759,0.79469,0.79038,0.00431,0.10735,0.78253,0.77795,0.00458,0.10682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52376488,-0.05718528,-0.0196479,0.02352935,4.719804,-0.63899695,-1.0254181,832.1987,7,0,-7,-7
Mali,MLI,1993,432,0,0,0,0,919.7029,896.6473,322.8276,352.5281,346.7618,-0.08425,0.016629,5.777119,5.86513,5.848638,6.82405,6.798663,0.0257131,0.047198,1,0,0,0,0,322.8276,352.5281,346.7618,-0.0842499,0.016629,0.4597854,-29.70044,5.766296,-21.81957,7.880882,2.114558,322.83,345.2937,1,28.728708,30.25159,30.214015,28.221077,29.71123,29.67535,0.50763076,0.54035984,0.5386655,-0.43629977,-0.19250683,-0.19702797,0.28144778,0.53276848,0.5367028,0.26714731,0.51307434,0.51752535,0.01430047,0.01969413,0.01917745,-0.04100679,-0.06898525,-0.06893217,0.29676464,-0.23362082,-0.04251014,-0.0571528,28.055333,0.824896,5162.939,3322.939,626.325,188.244,48.192,27.495333,0.823255,5059.327,3219.327,554.042,158.101,33.014,0.56,0.001641,103.612,103.612,72.283,30.143,15.178,-0.16566667,-0.092023,-29.651,-29.651,-14.666,-1.657,-5.766,0.71091,0.79469,-0.08378,0.00431,0.70064,0.78253,-0.08189,0.00458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04641395,-0.52376488,-0.00751788,-0.0196479,2.571312,4.719804,-0.63899695,832.1987,7,7,0,-7
Mali,MLI,1994,432,0,1,0,1,859.4583,919.7029,471.2591,322.8276,352.5281,0.4597856,-0.08425,6.155408,5.777119,5.86513,6.756302,6.82405,-0.0655044,0.0257131,1,1,0,0,1,471.2591,322.8276,352.5281,0.4597854,-0.0842499,-0.2474143,148.4314,-29.70044,126.6118,-21.81957,7.880882,471.26,345.2937,1,28.209524,29.157248,29.116288,28.728708,30.25159,30.214015,-0.51918423,-1.0943415,-1.0977273,0.50763076,0.54035984,0.5386655,0.37317143,0.73398362,0.73948531,0.28144778,0.53276848,0.5367028,0.09172365,0.20121514,0.20278252,0.01430047,0.01969413,0.01917745,-0.80924267,0.29676464,0.15573758,-0.04251014,27.172667,1.144342,4999.784,3159.793,517.22,142.989,30.616,28.055333,0.824896,5162.939,3322.939,626.325,188.244,48.192,-0.88266667,0.319446,-163.155,-163.146,-109.105,-45.255,-17.576,0.56,0.001641,103.612,103.612,72.283,30.143,15.178,1.02054,0.71091,0.30963,-0.08378,1.00769,0.70064,0.30705,-0.08189,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.59587802,-0.04641395,0.08203532,-0.00751788,-6.5504415,2.571312,4.719804,832.1987,7,7,7,-7
Mali,MLI,1995,432,0,0,0,,887.5722,859.4583,354.6628,471.2591,322.8276,-0.2474144,0.4597856,5.871168,6.155408,5.777119,6.78849,6.756302,0.0327112,-0.0655044,1,0,0,0,,354.6628,471.2591,322.8276,-0.2474143,0.4597854,-0.0765223,-116.5962,148.4314,10.01562,126.6118,-21.81957,354.66,345.2937,1,28.462529,30.131174,30.096766,28.209524,29.157248,29.116288,0.25300546,0.97392562,0.98047786,-0.51918423,-1.0943415,-1.0977273,0.31756674,0.55442485,0.55953497,0.37317143,0.73398362,0.73948531,-0.05560468,-0.17955877,-0.17995035,0.09172365,0.20121514,0.20278252,0.16295514,-0.80924267,-0.02874756,0.15573758,27.820167,0.866882,5118.584,3278.584,598.52,177.335,40.142,27.172667,1.144342,4999.784,3159.793,517.22,142.989,30.616,0.6475,-0.27746,118.8,118.791,81.3,34.346,9.526,-0.88266667,0.319446,-163.155,-163.146,-109.105,-45.255,-17.576,0.76921,1.02054,-0.25133,0.30963,0.75909,1.00769,-0.2486,0.30705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.37315238,-0.59587802,0.02426018,0.08203532,3.2711186,-6.5504415,2.571312,832.1987,7,7,7,-7
Mali,MLI,1996,432,0,0,0,0,968.8311,887.5722,327.5232,354.6628,471.2591,-0.0765223,-0.2474144,5.791559,5.871168,6.155408,6.876091,6.78849,0.0915519,0.0327112,1,0,0,0,0,327.5232,354.6628,471.2591,-0.0765223,-0.2474143,-0.0314164,-27.13962,-116.5962,-17.12397,10.01562,126.6118,327.52,345.2937,1,29.038095,29.99742,29.961247,28.462529,30.131174,30.096766,0.57556596,-0.13375386,-0.13551865,0.25300546,0.97392562,0.98047786,0.27902248,0.58959134,0.59487692,0.31756674,0.55442485,0.55953497,-0.03854426,0.0351665,0.03534196,-0.05560468,-0.17955877,-0.17995035,0.01915646,0.16295514,0.0020596,-0.02874756,27.703167,0.858379,5097.709,3257.709,583.167,165.703,35.077,27.820167,0.866882,5118.584,3278.584,598.52,177.335,40.142,-0.117,-0.008503,-20.875,-20.875,-15.353,-11.632,-5.065,0.6475,-0.27746,118.8,118.791,81.3,34.346,9.526,0.72565,0.76921,-0.04356,-0.25133,0.71555,0.75909,-0.04354,-0.2486,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17213375,-0.37315238,-0.01645453,0.02426018,9.1551876,3.2711186,-6.5504415,832.1987,7,7,7,-7
Mali,MLI,1997,432,0,0,0,0,953.8911,968.8311,317.2336,327.5232,354.6628,-0.0314163,-0.0765223,5.759638,5.791559,5.871168,6.860549,6.876091,-0.0154206,0.0915519,1,0,0,0,0,317.2336,327.5232,354.6628,-0.0314164,-0.0765223,0.2309724,-10.28961,-27.13962,-27.4136,-17.12397,10.01562,317.23,345.2937,1,28.914617,30.098121,30.056672,29.038095,29.99742,29.961247,-0.12347775,0.10070088,0.09542541,0.57556596,-0.13375386,-0.13551865,0.26902623,0.54527516,0.55071608,0.27902248,0.58959134,0.59487692,-0.00999625,-0.04431618,-0.04416084,-0.03854426,0.0351665,0.03534196,0.10630183,0.01915646,-0.04663603,0.0020596,27.65,0.845407,5088.604,3248.606,562.602,150.186,31.198,27.703167,0.858379,5097.709,3257.709,583.167,165.703,35.077,-0.05316667,-0.012972,-9.105,-9.103,-20.565,-15.517,-3.879,-0.117,-0.008503,-20.875,-20.875,-15.353,-11.632,-5.065,0.73242,0.72565,0.00677,-0.04356,0.72126,0.71555,0.00571,-0.04354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01837617,0.17213375,-0.02862123,-0.01645453,-1.5420645,9.1551876,3.2711186,832.1987,6,7,7,-7
