"","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"sahel",1.70953731464225,2.49231828863139,5.71417227129082,16.1303784134187,41.333336034357,76.099116765254,139.665724009400,164.860457013208,98.0402155416903,36.3306944331902,6.24335953326311,2.47116117008346
"west_afr",8.2095850224024,21.8859718369959,48.0733838276083,81.1891241732451,128.830184553019,187.294634094303,211.482483464903,235.918113932153,212.480851290804,126.953568380627,40.8180072541071,14.8218529976531
"cent_afr",150.822839769575,135.684499679966,172.917388521442,131.626008107531,66.9648282483465,38.1628333688927,41.2029869852784,59.097322381054,81.2999146575635,117.013004053766,160.153957755494,166.075570727544
"east_afr",78.8564933368174,77.3360633095674,117.425652319982,139.091246407107,94.3675463809773,57.1196274590317,79.8290716338796,81.7967971928777,64.329444921423,63.728369853298,86.6724887080518,84.6570420695061
"south_afr",173.127540893413,159.389011151787,126.137166980553,58.9820978902596,20.8211735827496,13.8564953340246,13.7824809023002,12.9266500201028,15.5091774763527,40.3185559811245,91.7518081977273,159.689237573270
